p: 0.79,ibrida,arena: III;;p: 0.1,alterazione,arena: I;;p: 0.1,alterazione,arena: II;;p: 0.79,alterazione,arena: IV;;p: 0.79,alterazione,arena: II;;p: 0.79,ripartizione,arena: IV;;p: 0.5,ibrida,arena: III;;p: 0.79,alterazione,arena: I;;p: 0.5,alterazione,arena: I;;p: 0.5,ripartizione,arena: I;;p: 0.5,ripartizione,arena: III;;p: 0.1,ibrida,arena: IV;;p: 0.1,alterazione,arena: IV;;p: 0.79,ibrida,arena: I;;p: 0.79,ibrida,arena: II;;p: 0.5,ripartizione,arena: IV;;p: 0.5,ibrida,arena: IV;;p: 0.79,ibrida,arena: IV;;p: 0.5,alterazione,arena: IV;;p: 0.1,ibrida,arena: I;;p: 0.1,ibrida,arena: II;;p: 0.1,ripartizione,arena: IV;;p: 0.1,ripartizione,arena: I;;p: 0.5,alterazione,arena: III;;p: 0.1,alterazione,arena: III;;p: 0.5,alterazione,arena: II;;p: 0.5,ripartizione,arena: II;;p: 0.1,ripartizione,arena: III;;p: 0.79,ripartizione,arena: III;;p: 0.5,ibrida,arena: I;;p: 0.1,ripartizione,arena: II;;p: 0.5,ibrida,arena: II;;p: 0.79,ripartizione,arena: II;;p: 0.1,ibrida,arena: III;;p: 0.79,alterazione,arena: III;;p: 0.79,ripartizione,arena: I
statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness;statesCount;fitness
604;82.0826;60;11.1;59;59.5762;329;0.3152;65;55.1423;145;52.5343;590;39.8311;62;1.814;747;52.6627;304;41.967;800;61.3689;336;57.243;233;50.0;42;77.3196;760;49.9873;43;80.8817;801;37.6352;630;27.4928;143;0.0877;139;77.5682;66;65.385;34;41.0643;12;81.2494;697;22.7987;19;0.052;801;42.2216;801;47.9938;30;6.9168;430;122.6851;800;44.1483;5;12.2666;801;46.039;377;62.9397;153;54.4651;697;89.9592;76;71.4529
414;98.5346;303;48.2834;361;54.2232;150;10.6442;126;60.487;146;65.2427;798;28.1015;139;56.7565;801;44.6491;801;47.2933;405;63.3303;80;53.4208;59;52.7146;119;77.7958;189;48.3793;787;74.4135;800;51.2803;270;117.458;765;21.0448;66;77.8497;12;54.842;69;119.1031;6;64.9199;649;29.0938;136;63.1662;484;51.5452;801;47.3662;12;0.4364;36;12.0247;604;50.978;31;11.6295;674;45.7775;19;46.3987;189;264.5086;100;1.3329;20;77.6663
432;116.8723;75;67.7315;37;9.8042;367;26.4804;291;36.8748;113;63.2853;565;29.8734;87;63.2079;261;44.1949;610;38.9579;617;61.4412;120;64.1637;438;107.8833;165;78.5044;188;49.963;188;53.641;781;29.318;423;18.6539;801;29.9453;19;80.6596;211;50.5976;14;50.0548;99;77.4772;801;36.9388;46;50.0;767;36.7221;801;39.2581;45;73.9848;278;116.8478;308;40.6325;16;11.9361;801;41.1656;207;41.9193;356;52.4455;289;46.2138;307;79.9151
323;256.6321;123;40.0972;16;61.4651;304;19.4037;163;54.972;176;60.6191;800;29.6418;128;53.6451;801;42.9231;801;41.1352;719;45.6791;580;42.2109;46;53.7782;147;72.902;24;52.0489;670;52.8246;672;46.6877;141;54.2547;713;57.9035;266;47.8208;98;43.793;16;4.0887;8;79.5633;800;4.4939;222;7.2703;342;38.0151;801;43.9087;18;50.0;144;65.5788;801;41.0418;7;9.1341;801;42.4433;29;35.6214;156;110.5661;436;23.8921;90;78.4082
167;190.1654;156;81.4928;801;11.5252;661;31.0433;258;7.9884;75;114.16;761;46.24;168;58.3451;798;48.4724;801;46.59;801;35.2559;126;62.5301;357;31.4152;62;74.8539;179;54.5953;779;12.9892;290;46.8716;281;52.6171;801;12.5346;84;76.5681;44;54.1279;37;57.674;6;77.0706;279;57.3229;107;55.4294;801;44.6514;801;46.0519;59;115.5809;230;318.1873;801;37.8088;54;17.689;801;31.4589;221;55.3086;242;87.2743;255;49.1273;9;77.1394
502;115.834;278;51.794;43;8.6175;717;4.7172;329;33.0506;669;71.4401;322;53.2696;502;53.1662;798;45.9579;801;39.5872;786;28.2719;199;115.9546;753;37.1445;54;80.3231;459;45.3622;307;50.8845;801;57.3839;625;31.917;312;-1.4952;21;82.4819;34;50.2314;12;52.7594;15;80.1069;713;41.9345;70;4.4514;801;41.9219;801;26.1356;142;162.6044;80;50.0;801;40.338;41;66.7004;801;48.6096;263;49.6938;309;67.8901;148;0.404;117;72.5888
236;113.4753;75;47.9991;79;11.4762;148;56.3232;51;7.8953;200;76.016;788;40.6434;73;80.4356;715;42.9571;713;37.9019;376;7.4819;34;50.892;40;50.0;113;77.5432;445;46.1024;801;26.4153;762;50.9767;340;70.0436;801;9.9202;29;78.3883;104;42.6006;129;72.1084;19;78.6767;784;39.7898;135;54.9948;85;53.7371;749;47.4683;81;52.9461;325;118.3541;801;43.2566;28;36.1805;775;38.4841;85;46.5211;156;264.7791;115;10.1766;70;73.9051
655;26.3451;370;44.5423;201;52.8041;182;12.9187;165;53.0743;117;60.6806;787;43.846;31;57.6925;801;49.2295;801;50.0583;702;17.1042;19;50.4718;288;55.5436;362;52.865;357;42.7667;790;36.3134;801;74.3602;57;84.5277;801;11.3528;27;78.6939;348;49.5198;59;116.138;2;80.8088;767;14.9346;190;116.9114;801;27.9794;801;40.2555;125;69.463;243;120.8406;801;45.3403;49;6.2026;801;35.6068;173;67.3646;126;55.9383;83;0.9252;123;41.9822
194;83.1676;108;69.6888;66;50.1242;139;116.2222;156;55.809;42;50.0;34;43.2612;389;46.1463;801;40.0818;801;42.4612;801;89.3814;47;59.2113;65;70.1796;89;72.8172;210;45.499;479;52.7141;656;57.3029;225;74.098;728;2.9646;56;78.4289;51;40.6533;29;50.0;20;81.7541;786;35.348;111;2.2706;801;30.0088;801;46.5052;13;48.2007;518;87.4223;773;42.8563;31;13.765;801;40.6596;85;54.5364;180;17.8021;674;20.6644;35;75.7152
184;101.438;19;45.7618;48;58.3086;624;12.1736;252;49.9912;101;81.7754;320;51.6635;14;54.1038;801;40.84;801;47.757;340;60.2991;88;67.186;356;3.0934;91;77.0214;425;49.9346;245;60.3607;800;35.4816;195;60.4829;698;38.0152;57;75.7135;58;50.2087;58;50.4198;61;79.5502;801;35.433;608;12.4063;778;37.8887;801;50.3571;61;115.0303;161;122.997;801;36.5746;9;12.1436;496;47.2099;62;52.6712;218;65.1414;294;49.4948;118;77.2389
350;10.836;85;80.4567;663;41.3124;277;87.5013;524;52.588;191;106.9965;290;68.0162;44;54.9046;801;15.3183;622;45.5035;646;41.4792;49;69.4189;33;4.259;135;79.2339;320;52.1532;738;35.1719;513;48.5205;636;54.6428;314;3.1672;94;72.6346;149;51.8196;78;2.3907;38;77.2468;747;65.4667;186;70.6518;309;19.6441;649;36.7127;90;58.35;224;57.7454;801;34.9306;8;10.7514;801;33.2422;89;51.4418;208;83.4838;124;52.3598;199;68.4102
366;113.4076;39;10.5681;37;45.3029;77;53.4544;684;30.4527;211;58.4903;801;32.2366;250;52.3226;801;45.1913;801;39.2229;794;21.0485;11;53.4411;84;53.0979;151;56.7974;235;41.5818;800;15.5912;797;45.5907;128;35.4577;752;50.2354;36;79.3045;34;52.1809;46;2.2921;5;80.9509;686;33.3618;191;117.2578;801;43.7182;801;44.495;9;0.708;150;113.4636;801;31.6422;10;11.9811;778;49.3565;225;36.7578;666;68.9502;103;1.5802;44;78.4404
143;67.0618;67;80.389;19;2.367;572;58.8125;352;57.0164;48;56.5474;795;55.1946;111;78.9508;746;52.0999;801;41.8168;745;44.3242;27;114.779;295;47.7438;41;80.8419;357;48.3317;744;47.7763;795;37.76;21;51.6318;717;46.2856;112;76.4151;106;47.7817;28;60.5402;29;77.8908;570;19.6896;6;0.1177;247;48.9629;32;40.3381;98;105.2235;431;58.7741;518;43.8106;16;16.2434;688;49.4588;104;44.243;140;5.0491;147;64.0508;43;76.8904
213;71.3946;27;78.6396;114;56.0763;79;112.578;349;55.0372;174;62.3809;735;45.2952;287;49.4077;801;44.4587;801;40.5795;464;60.8529;183;64.7586;422;39.285;199;50.0303;250;54.2274;404;59.2941;719;16.7912;765;24.8675;801;25.6158;38;79.3748;21;66.9723;9;50.0;13;76.1736;759;19.6772;45;12.4785;588;38.047;801;36.9252;12;54.4285;445;33.0719;801;45.1467;3;26.6996;773;40.4686;704;50.928;112;77.1955;194;0.0514;143;78.7174
790;86.4651;50;70.7682;55;25.5889;291;54.7594;21;12.7044;48;50.0;800;33.6963;584;43.9007;801;10.234;784;31.7671;388;49.8516;167;66.9943;177;70.521;87;78.9978;419;51.2241;801;80.4267;460;40.1182;198;42.8974;605;30.9594;51;76.634;27;2.4106;20;79.288;19;83.1078;192;3.4536;801;42.1985;801;31.8624;801;32.4659;149;115.445;104;59.186;801;38.6088;7;6.3544;801;39.7379;347;35.4513;176;214.4176;85;10.8205;19;79.2608
227;52.0866;9;5.9841;35;57.1594;128;70.2402;181;40.4087;191;75.1504;801;39.3385;164;55.7923;455;50.3163;801;41.1818;798;27.7589;42;88.3846;242;2.9026;287;50.737;322;43.0551;746;32.1594;711;63.5774;194;42.6454;584;10.3528;53;79.1367;129;50.9377;11;50.0103;11;79.0789;218;61.6092;169;52.5689;611;40.7208;801;43.3856;80;81.7536;120;107.2295;801;39.9473;16;3.7753;801;39.3118;115;46.1395;33;50.0;559;14.4107;129;36.5857
323;100.2602;319;79.8281;50;61.0788;107;34.6021;229;40.3338;204;112.6884;421;76.9237;307;36.1797;789;46.1704;178;42.2171;211;63.1165;124;90.2194;170;79.7369;49;77.2145;165;49.279;333;9.6588;801;34.9679;213;94.8429;546;0.6566;31;80.5854;96;52.0308;4;0.06;16;81.6912;645;41.3116;173;122.5477;613;49.6127;801;46.4149;40;12.0688;80;59.5098;801;40.6042;44;46.9886;801;42.5244;64;55.0938;40;123.819;172;109.7705;58;78.8404
396;103.7531;6;8.847;129;61.4538;576;11.6791;23;51.115;223;62.8757;719;37.0536;260;55.2232;801;46.1127;801;46.9565;245;64.2252;574;55.7035;373;22.2876;379;77.1249;323;55.4995;740;16.6003;751;24.019;199;54.1311;801;19.2653;24;78.3713;398;49.7468;110;110.1185;7;75.9821;575;3.0198;99;54.4491;268;39.7904;801;32.5141;5;50.0;311;84.4096;801;42.443;44;61.6722;779;46.601;50;41.1918;301;67.2974;218;14.6851;132;42.849
116;107.9738;21;82.5118;551;50.6252;168;65.3974;39;52.1604;213;62.9334;801;25.2654;85;76.6274;795;30.3957;801;43.1535;731;54.8771;106;111.6068;2;0.0905;91;77.9399;144;52.3586;716;30.9607;213;52.0051;210;31.498;670;8.1943;49;79.6909;177;50.0735;86;103.9266;32;75.0567;800;19.7763;643;41.781;88;32.9861;801;50.1008;150;261.4063;53;54.5289;283;43.4831;10;44.4373;801;41.1559;37;43.121;84;119.4127;277;21.2191;89;76.3495
559;77.6062;9;59.4853;1;0.1046;221;51.8742;6;60.555;188;62.4699;707;37.3888;180;61.7006;801;36.6031;801;45.0306;789;39.757;199;113.2331;133;80.012;73;78.3814;216;49.4652;283;57.7008;717;8.6606;277;30.149;797;15.121;125;77.0351;60;53.8259;50;114.1908;15;79.0487;332;9.8706;130;5.0841;738;45.6666;801;50.1578;31;70.5617;119;123.5896;655;38.3401;57;45.8237;797;38.6935;198;44.8681;149;50.0735;359;67.973;220;64.7378
413;113.3138;745;53.7405;168;39.0884;88;50.0;361;49.6195;276;69.6466;801;56.4074;348;33.7341;472;29.5888;390;38.1668;218;52.324;377;54.9812;259;34.4646;82;78.5162;109;44.0972;580;62.2009;801;32.204;599;27.8981;801;35.724;15;78.383;10;46.4416;4;12.5844;10;79.9632;766;41.291;122;8.231;642;50.166;801;31.5949;82;57.4011;150;119.5716;746;38.8657;4;13.3239;801;48.7495;139;40.1294;112;9.1707;243;50.7464;132;40.3311
288;53.8772;340;51.1415;80;2.8649;661;34.3584;144;48.3916;217;66.4326;757;47.3978;537;49.4265;801;41.9286;801;44.7558;675;34.036;558;23.0518;42;65.7348;145;75.9358;102;44.6396;436;66.26;634;21.0446;282;80.5168;164;50.3428;22;82.2937;96;61.3765;95;120.1607;21;80.0712;743;25.8672;377;13.8443;560;52.3788;801;43.4039;98;73.3253;183;121.9149;247;49.21;9;12.5049;801;48.3548;292;47.4522;52;60.0211;108;5.3348;49;73.9172
91;50.3182;37;67.4089;209;52.4506;137;37.9136;513;45.5133;138;65.0534;731;44.8088;47;56.5805;801;42.2651;801;40.7195;434;30.1413;238;53.3484;281;7.0601;143;77.3884;137;60.629;558;35.358;799;17.9324;225;57.4986;398;4.4599;22;79.9879;142;47.1249;99;111.7135;12;77.4184;800;28.4519;67;6.4502;801;43.839;801;41.9301;49;55.5458;171;78.8884;44;43.5447;26;33.8285;700;47.4717;202;49.5916;121;43.0065;784;16.8052;13;80.2985
529;36.5922;76;52.6829;155;49.3718;530;27.2201;148;46.4003;45;67.3859;801;32.8571;295;56.226;801;16.4786;801;47.1741;585;60.4681;23;2.6036;18;53.5923;71;75.0107;124;48.5247;784;52.6348;798;28.9855;542;79.5106;777;14.3031;30;81.9166;19;12.096;22;53.7448;40;78.5258;715;64.4055;206;125.9412;801;46.4637;801;48.9586;18;50.2228;223;170.4223;801;44.0619;12;54.8408;797;37.2175;349;54.3449;90;10.8067;226;5.9333;133;35.3032
231;66.1947;119;73.7379;32;0.459;386;90.1233;169;55.5662;149;64.453;794;24.4147;96;48.0621;801;43.8805;801;50.2902;801;25.6026;92;115.5604;307;1.532;178;80.1923;332;49.4905;801;27.1899;736;42.8225;155;72.0915;801;29.2211;210;78.2816;197;39.5465;11;59.8479;13;79.4479;235;16.7308;212;46.8845;721;45.2035;801;49.6742;14;50.4611;159;58.0031;801;50.258;25;61.6105;801;40.5192;37;49.3743;136;70.3487;567;16.9521;66;50.6566
450;58.8018;195;78.2849;44;44.8606;167;57.4602;135;54.3562;144;68.2967;776;43.5556;37;75.7245;801;43.79;801;40.2444;801;36.2385;111;61.9682;396;7.2135;165;66.5825;39;52.6711;742;36.1404;375;51.7599;121;28.0669;647;48.1747;19;78.5165;242;52.0861;60;119.3873;22;80.013;182;70.0755;140;52.81;801;26.4014;801;48.8726;49;60.768;60;60.2473;781;50.8115;53;0.777;801;38.5855;103;50.3027;239;118.0147;253;42.4134;107;80.6542
131;69.7623;6;9.44;64;58.9722;608;13.5995;333;53.3314;172;59.0157;800;27.6636;162;38.4944;801;30.9458;801;47.2697;801;46.6466;161;7.1072;796;21.7437;81;78.75;184;43.4379;801;26.5722;799;41.6689;330;75.0849;720;40.0072;48;76.1831;28;3.4959;41;17.2303;13;79.4231;778;16.4589;138;50.0;795;39.5106;744;39.9464;109;84.349;101;98.1766;761;44.0167;7;37.8353;801;42.068;150;51.6336;109;60.0697;199;44.5658;110;58.3432
595;41.2144;24;80.9831;4;5.0137;546;26.5639;59;14.5133;183;66.9791;464;50.5084;85;75.4964;732;44.6091;801;39.0963;800;50.1296;223;111.0569;14;50.0;74;80.6629;272;43.3834;801;56.0581;455;86.528;305;20.5119;400;24.6133;35;61.7826;31;34.3654;45;0.3179;13;80.5244;800;5.235;654;28.6593;799;41.8977;801;47.5688;32;66.3159;223;78.8556;517;50.2639;10;39.4854;801;49.163;21;11.0439;141;67.8097;375;119.1865;145;77.232
152;62.1484;22;77.6294;20;11.4677;627;46.3524;297;52.1703;408;62.4607;290;56.5731;97;47.7868;801;44.5021;377;38.1055;800;22.0369;383;58.8884;20;44.8825;166;77.5111;108;53.7793;317;66.3716;795;24.619;403;79.0139;340;1.9493;17;73.9992;168;43.93;20;50.1398;6;79.8433;440;9.0985;353;7.6399;731;48.1288;801;48.3342;18;50.1181;146;62.9849;801;43.2872;64;42.5013;719;40.0936;53;4.168;106;59.1888;93;8.2716;78;51.5079
129;55.4339;168;55.3607;541;44.4114;7;50.0;59;62.9324;319;71.7346;526;51.728;164;53.2374;801;37.5358;748;45.5954;676;50.197;25;50.0;141;41.9046;177;76.7616;49;53.2145;786;30.9578;572;50.3229;84;5.2976;164;1.3041;38;69.9743;84;53.1298;9;113.2225;28;78.036;290;6.4824;55;59.8657;801;26.6901;801;44.2623;3;50.0;108;215.801;801;46.0782;13;10.9085;767;44.8689;28;55.2949;177;68.3857;446;54.9267;195;80.0714
240;69.3292;26;3.5522;10;55.9965;609;73.9357;211;55.4662;52;85.0808;801;81.8831;152;42.4946;801;43.5886;787;49.6695;652;36.7854;230;66.022;12;50.0;94;76.067;105;39.0389;794;53.5214;796;25.2175;165;115.7914;655;37.1296;23;79.321;55;45.8249;54;1.0339;11;77.9141;618;21.9892;178;80.9873;687;39.3953;801;46.2207;56;79.0821;180;69.888;801;44.5089;48;39.8207;801;41.6042;73;63.6859;262;55.8178;511;0.0906;34;77.766
227;114.9032;36;45.3011;303;31.9226;279;27.1767;130;54.9453;159;52.7695;665;41.9771;193;52.5286;801;42.2724;84;52.8051;593;31.2363;101;60.7079;17;-31.9705;183;47.8324;242;43.7249;801;16.3598;315;18.405;70;50.0797;801;22.8955;628;45.5413;120;51.5864;25;63.8813;7;79.0414;660;61.6634;644;28.1561;801;22.1117;801;49.0529;79;122.2621;234;114.9067;801;48.2599;156;43.0317;801;37.8587;262;40.3443;17;51.5874;244;57.7333;32;75.6235
277;52.8913;503;45.7915;10;12.3844;801;0.2119;154;51.0163;162;64.638;249;51.5558;139;9.0703;801;45.0517;788;46.5023;249;52.8307;125;69.3328;221;20.0104;70;72.7588;169;46.8766;799;20.3822;771;20.5727;20;51.8891;801;18.5836;22;80.5401;26;55.7531;15;64.0026;14;0.1074;172;10.0493;109;0.9421;801;41.7538;738;51.4747;101;164.77;384;110.3436;801;39.7263;11;5.7345;319;49.3425;49;55.0992;99;17.3168;336;25.3444;18;82.4604
423;39.7043;516;77.5496;16;0.5436;392;50.7413;365;26.2778;196;68.9642;651;50.0;19;61.3487;442;45.5148;366;44.0588;780;38.0553;128;70.4537;385;11.6301;105;75.6911;311;48.2225;264;74.9954;711;39.6623;628;35.3411;801;13.2287;4;82.0727;10;62.4063;82;1.3272;14;16.0499;735;7.1254;216;5.3802;801;43.1985;801;41.1276;15;49.1682;276;116.3169;698;45.3743;1;12.0569;47;40.5832;135;44.8265;143;113.6351;597;4.1106;339;78.7075
317;30.9709;22;9.8221;37;10.5734;571;23.4358;355;49.0375;62;82.5587;647;40.1024;108;51.4079;801;47.4264;801;48.1175;675;35.3888;35;63.6804;355;15.8033;146;79.9202;266;42.4946;247;52.7565;801;27.7764;538;35.8363;694;32.4773;75;78.2145;93;60.9303;58;66.6504;14;76.2176;754;55.922;800;41.0418;628;43.0732;801;43.837;18;64.2061;222;52.5621;491;43.567;15;0.2649;801;46.3104;43;31.2126;416;30.8373;156;0.5646;634;75.894
144;49.75;180;57.5617;65;59.3748;611;9.321;17;58.551;201;83.2897;371;77.5893;99;50.3121;801;44.2265;801;46.9527;772;56.1732;96;52.4459;69;10.5407;352;80.3266;23;39.2615;743;44.4367;760;24.8149;696;34.9199;747;39.1974;10;80.4111;286;53.8673;21;17.8496;36;56.4744;110;50.0;261;40.4527;481;34.7593;316;38.0391;10;50.4544;112;124.321;778;37.3123;20;9.0437;745;37.8444;50;57.2481;96;56.8924;481;2.7453;235;69.1188
57;56.2005;630;53.4691;114;49.1589;437;18.4571;259;61.2659;78;48.9019;718;36.5887;77;69.1647;801;34.8315;793;38.7692;299;50.1825;56;69.1257;509;14.6892;65;75.5224;361;43.1052;801;17.0106;85;82.5623;615;73.0402;375;24.3564;58;78.4216;136;41.678;39;119.4454;18;76.0068;581;45.3485;221;116.097;745;47.086;801;48.1415;119;101.9363;45;59.7538;801;35.1459;15;58.0748;801;35.2891;421;50.9627;360;78.9146;388;51.7976;63;78.9967
98;108.4782;18;72.6041;748;30.5918;279;55.0183;234;48.3383;226;67.8288;767;38.8911;308;76.3958;801;45.5963;801;45.223;584;51.9845;180;50.0;181;22.1288;79;78.2756;199;52.6585;566;60.6765;801;20.5095;801;72.8212;749;44.8273;99;80.0925;208;44.1408;35;57.2392;92;78.0381;595;34.8774;132;71.4948;196;47.5164;788;52.7035;24;56.4035;119;113.9504;801;44.9612;25;31.1446;801;37.7596;109;51.3732;726;14.7107;295;50.7099;54;77.684
86;56.2884;248;60.0166;92;13.9558;78;6.4039;284;50.6738;356;63.2791;766;32.7256;268;46.0074;801;51.4837;792;46.6588;689;28.8005;201;36.0181;471;63.0342;139;73.8089;210;55.9007;128;50.0;172;59.8517;96;50.2378;776;23.6192;25;75.8474;49;45.8561;34;50.0492;41;78.5463;762;28.5227;177;7.8267;801;14.3208;801;33.2985;105;214.1427;106;115.5567;801;44.4488;13;51.1109;142;39.125;271;44.074;198;109.694;590;81.9976;87;72.996
511;122.1856;551;55.8742;33;61.1964;485;16.3445;273;46.6704;107;36.9054;792;28.4648;53;43.5206;752;46.8552;801;46.8134;780;42.8011;25;1.8282;309;87.7999;143;78.079;36;45.8093;674;47.2001;793;20.2583;328;63.8701;758;41.4662;44;74.3728;68;17.0354;41;78.8161;14;83.7043;771;82.1161;102;10.6616;774;42.626;801;49.8996;47;43.7123;167;51.1098;583;44.5583;12;63.0186;656;44.3028;162;60.5903;344;110.12;274;17.1438;97;75.5676
614;85.092;66;75.6931;8;22.9406;47;51.2241;99;57.9217;51;68.4348;800;33.2997;102;67.1784;801;48.3727;795;39.3281;108;50.2993;75;67.2364;151;40.5706;36;74.8205;142;53.0797;801;73.6534;798;62.6678;60;54.5468;431;24.2013;5;81.6086;68;41.1679;89;48.9059;20;78.1117;786;23.7539;33;52.864;738;46.2043;801;39.4555;49;107.2473;541;87.8631;801;43.1863;2;4.9432;801;43.802;485;53.5147;514;40.4541;540;40.7378;63;76.7062
382;29.3184;45;66.8283;65;7.4517;766;14.7485;63;55.3747;283;61.5161;757;16.2679;576;47.2256;801;50.249;740;41.9526;473;58.7947;72;50.0;33;1.945;55;81.2315;138;44.1366;497;53.172;372;61.1301;420;65.0351;669;0.2289;123;64.2577;252;44.6877;39;72.5812;4;80.7775;761;20.8103;178;9.3455;784;51.0477;801;50.2263;19;66.6961;30;50.2795;801;46.4844;24;63.3642;783;39.1593;362;53.5264;218;67.329;363;51.7412;190;75.5525
53;55.7002;2;0.3821;14;12.4452;62;1.7174;80;55.8009;108;67.2085;239;32.899;303;54.7321;760;52.9681;801;45.6654;801;44.8916;62;118.1839;5;50.3563;198;77.5587;87;46.9961;759;29.8542;800;32.5519;86;50.3437;801;21.5058;12;79.3843;59;40.7345;26;3.3298;31;77.4031;762;31.5451;31;60.2066;801;30.735;801;44.9385;10;48.4942;121;52.5096;801;46.4997;4;63.2406;801;41.1057;231;45.6682;111;33.8038;330;67.3522;38;78.3984
121;115.4688;33;5.0845;294;53.1011;25;50.0;780;52.2131;335;105.7516;791;45.7621;167;52.1281;731;45.6078;801;43.1692;789;40.3584;394;22.3894;115;1.9132;772;37.5992;280;47.6457;745;43.0299;289;48.875;174;77.5523;433;44.2122;75;80.8259;139;46.8622;53;62.9571;24;77.9811;702;36.6537;484;7.5895;801;42.2931;801;46.5752;29;112.9289;194;82.2991;358;45.9033;8;21.5663;207;41.7352;152;51.3659;131;109.3525;793;24.7331;39;78.4025
163;63.8424;15;8.1169;2;1.8743;161;4.5244;6;52.5664;212;55.1677;801;36.5969;352;47.6008;801;26.156;596;41.2799;439;25.4865;149;13.4352;667;14.3788;53;79.3039;188;44.0292;791;29.9683;324;56.4798;238;51.4161;801;28.9881;63;83.6158;75;43.2846;47;64.5606;6;77.246;373;54.9549;45;-23.9717;318;49.4859;373;42.517;6;50.0;197;66.5056;653;48.7952;38;70.8199;801;47.4778;12;50.1612;263;65.8622;697;23.6064;67;76.429
249;57.3975;22;1.7618;6;10.4016;790;17.0092;131;2.5832;161;58.7384;801;30.4385;76;57.3158;801;46.6564;801;43.1728;133;50.6728;299;69.3218;280;62.6512;310;76.2214;6;54.0913;792;21.6841;246;51.3514;160;66.189;801;12.0071;63;77.2514;21;45.8473;32;56.3973;16;82.2413;421;2.038;205;52.5431;469;39.72;801;48.3324;122;114.6422;159;52.0081;801;45.6356;32;68.9804;801;42.0175;351;49.7226;410;57.1935;168;115.5337;39;54.9563
291;19.4686;41;54.2864;8;11.7126;357;100.1473;212;53.1785;70;54.5452;285;40.4304;122;33.6893;801;47.3781;801;30.973;438;50.2624;216;53.7418;418;56.2886;350;55.5567;81;48.2622;726;55.0178;320;50.2446;140;56.9367;800;25.3543;59;75.5775;96;47.2206;37;1.3879;9;81.0968;749;35.2624;502;12.3241;801;37.4965;801;34.7713;4;50.0;146;76.0596;621;47.1863;32;47.7715;801;48.0544;83;39.159;235;117.0495;11;0.0825;58;80.5928
141;59.4549;2;0.1215;9;10.4817;313;65.5101;29;5.0881;236;61.6097;800;45.1802;165;77.5712;801;37.7183;801;42.7094;801;29.8996;109;29.2169;21;3.5352;106;77.6304;324;43.0204;653;24.5596;787;16.1496;429;62.9365;422;1.0127;142;79.3725;8;10.0365;30;65.4504;37;81.914;777;134.8028;403;50.0;801;35.7657;716;33.9001;52;64.817;405;78.7179;801;38.4063;9;10.0928;429;42.312;349;40.5939;57;25.895;174;117.0994;47;79.0036
258;121.7476;40;78.5437;262;39.1073;291;60.8285;403;53.5348;54;50.0;781;63.5115;158;63.434;784;43.2429;801;42.6974;750;127.369;50;61.426;328;75.6512;367;52.6171;387;52.6028;670;25.4042;704;42.4837;408;61.937;352;41.6296;71;80.2843;138;41.8355;68;54.9029;4;43.3229;184;4.8077;190;11.22;691;46.6889;749;44.5354;25;63.8887;228;116.6131;800;45.26;3;53.9594;789;43.5155;217;48.8379;536;67.5072;727;27.3881;94;79.6396
110;108.32;102;53.3285;229;56.2408;498;70.9478;195;28.1241;118;66.1514;801;30.6924;380;47.9806;801;48.0708;511;48.3146;726;20.9192;139;62.6376;48;0.8112;382;77.0039;286;49.4199;801;40.2898;498;46.2184;526;37.1003;779;26.6908;15;78.8822;175;45.02;130;58.557;3;7.9307;502;3.061;208;112.441;785;49.9307;780;42.2157;12;50.0;184;118.1454;801;46.608;3;6.1813;772;49.4015;388;54.6969;152;67.7056;118;4.4828;51;79.8146
238;56.9627;260;54.1781;620;37.9688;170;50.1688;162;52.7086;9;50.0;617;50.1008;58;57.1769;801;46.0797;769;49.4305;745;39.5443;254;91.821;443;10.5188;376;50.8037;359;51.5692;343;65.4219;753;24.2731;331;69.077;162;2.4017;23;82.4964;465;54.1184;236;111.0909;21;44.3692;745;20.1829;581;50.0;801;46.409;554;41.6469;6;50.0;184;215.0772;801;42.777;34;40.7424;801;35.6807;137;49.03;168;66.3491;157;69.18;97;50.689
239;59.8748;60;77.5809;30;12.0286;34;0.1176;104;36.7315;67;50.5903;695;20.826;140;60.4427;438;39.3269;801;47.4766;790;33.3373;299;33.6004;151;114.1754;105;78.618;99;54.3267;342;83.3932;390;66.1836;160;78.4045;667;25.3864;40;76.4795;800;45.4471;12;1.0971;10;81.5396;581;9.8455;25;50.9137;801;50.4902;801;42.8495;61;119.9651;266;64.3731;801;45.9439;16;40.1824;801;40.9884;51;50.011;213;119.4724;474;69.138;139;79.0727
